step,tensor_n,tensor_name,tensor_node_id,tensor_kind,tensor_id,storage_id,offset,numel,itemsize,tensor_size_bytes,device,dtype,shape,producer_count,consumer_count
0,2275,cache_10305_10306,t2275,CONTEXT,10305,10306,0,1280,2,2560,cpu,,[1280],1,2
0,2276,cache_10310_185,t2276,CONTEXT,10310,185,0,1280,2,2560,cuda:0,,[1280],2,2
0,2277,cache_10314_185,t2277,CONTEXT,10314,185,0,1280,2,2560,cuda:0,,[1280],1,4
0,2278,cache_10320_10287,t2278,CONTEXT,10320,10287,0,394240,2,788480,cuda:0,,"[77,5120]",1,2
0,2279,cache_10324_72,t2279,CONTEXT,10324,72,0,6553600,2,13107200,cuda:0,,"[5120,1280]",1,2
0,2280,cache_10326_9140,t2280,CONTEXT,10326,9140,0,98560,2,197120,cuda:0,,"[77,1280]",2,1
0,2281,cache_10328_9140,t2281,CONTEXT,10328,9140,0,98560,2,197120,cuda:0,,"[1,77,1280]",1,1
0,2282,cache_10334_98,t2282,CONTEXT,10334,98,0,6553600,2,13107200,meta,,"[1280,5120]",2,2
0,2283,cache_10338_98,t2283,CONTEXT,10338,98,0,6553600,2,13107200,meta,,"[1280,5120]",1,1
0,2284,cache_10343_98,t2284,CONTEXT,10343,98,0,1280,2,2560,meta,,[1280],2,2
